#image_name, actual, predicted, score
cow_OIP-YwhTXfa9RcIO2G-e0OWT3QHaFc.jpg, cow, cat, fail
chicken_OIP-tfpN2mDEqLwXt6v6-1m0zQHaF7.jpg, chicken, chicken, pass
spider_eb31b1072bf4093ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg, spider, cat, fail
spider_OIP-0iiuKnTdflxU_QnAbaNazAHaFQ.jpg, spider, cat, fail
elephant_OIP-AIRTzNpv1tNtTb7VRfz64AHaEo.jpg, elephant, elephant, pass
elephant_OIP-ZVPwvKY3N2tqg00m_z92rQHaE8.jpg, elephant, elephant, pass
cat_ea35b70e2bf3033ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg, cat, cat, pass
spider_OIP-OVur9SZc2mOXdBIzyoLniQHaFk.jpg, spider, cat, fail
chicken_OIP-uoYtaNjuM3dq1jLSMVrSpgHaFj.jpg, chicken, chicken, pass
horse_OIP-O5WpxOqtdBPculR0F_mT5QAAAA.jpg, horse, horse, pass
horse_OIP-I2Y71RiseaXSv3nfL_J2mwHaJh.jpg, horse, horse, pass
cat_1203.jpg, cat, cat, pass
cat_1184.jpg, cat, cat, pass
elephant_eb33b2082bf5083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg, elephant, elephant, pass
cat_ea35b0082df7033ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg, cat, cat, pass
sheep_OIP-ozG1lrGmUJnKq6Zd4373RAHaFn.jpg, sheep, sheep, pass
cow_OIP-xKMPrqdjbZsT-vxs9wugXwHaEK.jpg, cow, cat, fail
squirrel_OIP-r-8PVNNisS5r6emuSH1LGQHaFj.jpg, squirrel, cat, fail
squirrel_OIP-yXl5yDIFFDeOErg2lXEitgHaE8.jpg, squirrel, cat, fail
elephant_OIP-mWRvhrLcX8xFhtV5BFOmVwAAAA.jpg, elephant, elephant, pass
dog_OIP-BRsUa__xoqGpTyH7ySPZ5QHaJ-.jpg, dog, dog, pass
horse_OIP-lst4IHizH4sHGc634j_eQAHaGJ.jpg, horse, horse, pass
sheep_eb3cb30b21f0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg, sheep, sheep, pass
butterfly_OIP-6MgXIAm-s5L25lyKKUvnlQHaE8.jpg, butterfly, butterfly, pass
butterfly_OIP-uanzDIvNQNHOjLb7XFZzfAHaFx.jpg, butterfly, butterfly, pass
cat_ea37b40d2cf1083ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg, cat, cat, pass
elephant_OIP-ofhc3DH8-MGVzYGr5IS2zgHaEK.jpg, elephant, elephant, pass
sheep_OIP-F0UbI_OMwlLwkT3Iul3-MAHaFc.jpg, sheep, sheep, pass
squirrel_OIP-Y3J40kPpx5SvYguQ4MzCsAHaEq.jpg, squirrel, cat, fail
squirrel_OIP-I5uiKwQHUGMpgvoS7nsucwHaLa.jpg, squirrel, cat, fail
chicken_OIP-G6WJpGlXVyOgQfwtF-tx2AHaG2.jpg, chicken, chicken, pass
dog_OIP-Kxp8-8QMa_qVoCy1OUUH4QHaJ6.jpg, dog, cat, fail
spider_OIP-eHS3yPBn4lxdh_j8SAoIGwHaFj.jpg, spider, spider, pass
horse_OIP-3iC33ez5NvBdb8rjoKR4EgHaFl.jpg, horse, horse, pass
elephant_ea34b0062cf4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg, elephant, elephant, pass
chicken_OIP-QQOjltuNh0wqkXkfO6yCtAHaHa.jpg, chicken, chicken, pass
chicken_OIP-Y1aANdChaIgGmdcPpjoRvAAAAA.jpg, chicken, chicken, pass
sheep_OIP-FE_5eUeUZlMEtoA4BPW8JgHaFz.jpg, sheep, sheep, pass
cow_OIP-FPSbt0SyO42upO8F7ef7QwHaKD.jpg, cow, cow, pass
squirrel_OIP-zhLz2NNZOh527Bvrz2dlpAHaFw.jpg, squirrel, cat, fail
butterfly_OIP-ggzH-1UrygG-TlSDDUH9VwHaEy.jpg, butterfly, butterfly, pass
sheep_eb36b10e2df1043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg, sheep, sheep, pass
horse_OIP-IrnbHsAumY4YrK5b4VGa8wAAAA.jpg, horse, horse, pass 
elephant_eb3db80f28f4063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg, elephant, elephant, pass
chicken_OIP-TcKLuJNvZ6pZe3DxZo3D7wHaHa.jpg, chicken, chicken, pass
cat_1350.jpg, cat, cat, pass
cat_ea37b90b2bf0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg, cat, cat, pass
cat_670.jpg, cat, cat, pass
cow_OIP-jwSTh7eLK_AWxx7cy3dFswHaFe.jpg, cow, cow, pass
spider_OIP-dH2pDyR_-bh3T7JcOU9C4AHaGG.jpg, spider, spider, pass
butterfly_OIP-ResQT6jJ6cJ4pUybsYLWJgHaFy.jpg, butterfly, butterfly, pass
horse_OIP-OADVufz8itVGBtFZ8_pF6gHaFx.jpg, horse, horse, pass
squirrel_OIP-ZVTOxplj11Gwd72wxUjlEAHaEO.jpg, squirrel, cat, fail
butterfly_OIP-sSD5EX-glXYwNVJPKqkymwHaE6.jpg, butterfly, butterfly, pass
cow_OIP-I6zZ6pMJIX3THKnlBUGCsgHaE8.jpg, cow, cat, fail
elephant_OIP-tntHryCIA6Yo-DsnXjkixwAAAA.jpg, elephant, elephant, pass
elephant_OIP-8kcWEmD_FA4wHJXpkXB4HQHaFj.jpg, elephant, elephant, pass
cat_298.jpg, cat, cat, pass
squirrel_OIP-h_q268s8bwYI3WHjG7sXKAHaFc.jpg, squirrel, cat, fail
butterfly_OIP-stYdyGEkXoXK8J7gnJTP4AHaEu.jpg, butterfly, butterfly, pass
spider_OIP-Jd_O7MOLVbz1q4tVA52o2AHaE3.jpg, spider, cat, fail
cat_109.jpg, cat, cat, pas pass
butterfly_OIP-IP0NNyIaAfq9gkicvedKLgAAAA.jpg, butterfly, butterfly, pass
elephant_ea35b60a21f0043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg, elephant, elephant, pass
spider_OIP-W8Oju7HERJ7PngZ43whEXwHaIy.jpg, spider, spider, pass 
sheep_ea37b10720fd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg, sheep, sheep, pass
sheep_OIP-SqSXfPz_DQRNfMQK8NQd1gHaDy.jpg, sheep, sheep, pass
cow_OIP-lBKCeDfZJT6vRc9RR9GENQHaE8.jpg, cow, cat, fail
cat_ea36b40d2df2003ed1584d05fb1d4e9fe777ead218ac104497f5c978a7e8b7bc_640.jpg, cat, cat, pass
spider_OIP-Wq2sd7QT4ktPm6D6Cxzq3QHaFj.jpg, spider, spider, pass
sheep_OIP-jhqZKyUXtnx539TSBBK7qQHaE6.jpg, sheep, sheep, pass
butterfly_OIP-hwYng6lODRudlzL3z3n0gQAAAA.jpg, butterfly, butterfly, pass
cow_OIP-p1hVFCpH_Ju9taNdxBIWvAHaE7.jpg, cow, cat, fail
horse_OIP-c9HWShQgFPPgTsiCruSHVgHaE8.jpg, horse, horse, pass 
spider_OIP-dOStyaW3MaNtms_uVbnXWQHaFj.jpg, spider, spider, pass
sheep_eb33b00c20f4003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg, sheep, cat, fail
spider_OIP-dXtHeHKIJEuEzTOGnIRQugHaIO.jpg, spider, spider, pass
chicken_OIP-eSgk7Dhk4ysTMe-Tit4POwHaDm.jpg, chicken, chicken, pass 
chicken_OIP-50vmhkNIM1LKU3JoYIRmegHaFj.jpg, chicken, chicken, pass
squirrel_OIP-XbwyNiLXMnEr4PuRteVq_wHaE7.jpg, squirrel, cat, fail
dog_OIP-CwE2q_F7t7jL01UoOPXDlQHaE9.jpg, dog, cat, fail
elephant_OIP-94mc1oylZCsXP6lP35P5SgHaFd.jpg, elephant, elephant, pass
cat_1645.jpg, cat, cat, pass
spider_OIP-jIEaN8LOReeTuXfCwpvNTQHaFj.jpg, spider, spider, pass
butterfly_OIP-ZYoAuR6Ult0soCyXXy6S8AHaHd.jpg, butterfly, butterfly, pass
chicken_OIP-jOW7_xA-oCSNQ9qqQUvx8QHaFj.jpg, chicken, chicken, pass
cow_OIP-8j6EeHuNa8ak6Mzv_4ix-wHaFj.jpg, cow, cow, pass
elephant_e831b4082cf1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg, elephant, elephant, pass
squirrel_OIP-zpD7SDCbIqwjYm2A06OybwHaID.jpg, squirrel, cat, fail
dog_OIP-SBrCYo4ZO_FCoVjmgJXpHgHaE6.jpg, dog, dog, pass
cow_OIP-ydOEHQBFSFfDLI6QkgLyygHaHa.jpg, cow, cow, pass
chicken_OIP-nJiZVivSyNI7EDI_ICf0wQHaFj.jpg, chicken, chicken, pass
butterfly_OIP-R84OW8jnDth6uiX8sW9VtwHaE8.jpg, butterfly, butterfly, pass
cow_OIP-DGQ7NElEGHcFdL6S7218vwHaE2.jpg, cow, cat, fail
cow_OIP-QCiTY2HsVvh0icPM_CQYXAHaFj.jpg, cow, cat, fail
cat_1491.jpg, cat, cat, pass
cat_1612.jpg, cat, cat, pass
spider_ea35b40e2cfd013ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg, spider, cat, fail
sheep_eb36b60d29f4043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg, sheep, sheep, pass
horse_OIP-S6zbIMPixlwhY9yBTkQjeQHaEd.jpg, horse, horse, pass
squirrel_OIP-VnIlJ2G-MxFc-SCdg3oy1wHaJA.jpg, squirrel, cat, fail
sheep_OIP-Jav339CBDNj7bN6-I9ORigHaEK.jpg, sheep, sheep, pass
dog_OIP-UWEKEjg0Rm3FdgwACGXJEAHaJ3.jpg, dog, dog, pass
dog_OIP-7Kyjub53-QqanyWanuJpOwHaHx.jpg, dog, cat, fail
cow_OIP-3qwVpYc1MxCozmQ3SC3mKgHaE8.jpg, cow, cat, fail
horse_OIP-lS06W6bD81zXI1l_yxfwUAHaGv.jpg, horse, horse, pass
dog_OIP-KpXLr2QOZBB2ob4jLqQ_5AHaE8.jpg, dog, dog, pass
sheep_eb3cb40b2afd033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg, sheep, sheep, pass
horse_OIP-vFwtLAbpiJkUmL3aFhRg1gHaFj.jpg, horse, horse, pass
elephant_OIP--UnQR8C6k6T8rQuJOQ87QgHaFj.jpg, elephant, elephant, pass
chicken_OIP-wRqurTlqsPVnsjETnOEDegHaGc.jpg, chicken, chicken, pass
sheep_OIP-oMlf3Wyyu2bEgPl_16HajgHaLH.jpg, sheep, sheep, pass
spider_eb31b40e2cf6013ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg, spider, cat, fail
squirrel_OIP-A5zbQnVcmHudkBlPlGJ42AHaFj.jpg, squirrel, cat, fail
horse_OIP-asJ23BXjIejADxtGkmGHkgHaGY.jpg, horse, horse, pass
cow_OIP-9qZCws3TA9GXhkV-I_b69QAAAA.jpg, cow, cat, fail
spider_OIP-iuB55v7hxay4qUZUWo9w_QHaE8.jpg, spider, spider, pass
cow_OIP-oa0oDx9o-mSLUGOIoQFrUwHaJd.jpg, cow, cat, fail
chicken_OIP-b3OVM5sQs3NX9ZqvZTejuwHaEN.jpg, chicken, chicken, pass
squirrel_OIP-AnV2jM8066P8N8lx97lHUAHaFd.jpg, squirrel, cat, fail
cat_1757.jpg, cat, cat, pass
butterfly_OIP-u55U8WmfjNoBvMBllhdyhAHaHR.jpg, butterfly, butterfly, pass
elephant_OIP-n3kz4zqu96kGZrRHfvuH0wHaF7.jpg, elephant, elephant, pass
cat_918.jpg, cat, cat, pass
cow_OIP-JLkgcK0Xh5HzrIgkrcXpSQHaFO.jpg, cow, cow, pass
horse_OIP-PHavgaYnfvIMwgOhudwrjAHaFD.jpg, horse, horse, pass
cow_OIP-VrTSdkYTTlwIyGLupsL4zgHaFJ.jpg, cow, cat, fail
horse_OIP-k5TFN3AeFqfr8UoDvCUmnwHaF7.jpg, horse, horse, pass
cat_1254.jpg, cat, cat, pass
butterfly_OIP-5Vy-OyCv46rJlLoMj2qBNwHaF3.jpg, butterfly, butterfly, pass
sheep_OIP-0RQqx0qCuV2MwlZYMFt5pgHaFj.jpg, sheep, sheep, pass
sheep_OIP-DZ0gUPmB8dU1clfVOU-4uwHaDe.jpg, sheep, sheep, pass
elephant_OIP-SQGHMqrYk1IX4PGH3aTbxAHaFj.jpg, elephant, elephant, pass
horse_OIP-j_cV8BfGlw6-GNxhTqEhLwHaE8.jpg, horse, horse, pass
chicken_OIP-8PTXN0qTY1W4ZTJuW9JZSQHaEZ.jpg, chicken, chicken, pass
horse_OIP--uO90bVo3RpYzTvjM78VsgHaHJ.jpg, horse, horse, pass
elephant_ea34b6082af0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg, elephant, elephant, pass
horse_OIP-6axpGP2Yx8bmuazEhOsbiwHaFj.jpg, horse, horse, pass
cat_1215.jpg, cat, cat, pass
elephant_OIP-HhfvmMsdjhNCbmZDUQsLBgHaEV.jpg, elephant, elephant, pass
chicken_148.jpg, chicken, chicken, pass
cat_332.jpg, cat, cat, pass
cow_OIP-ni1dwLm48nfZ4ampyK_SsAHaE9.jpg, cow, cow, pass
sheep_OIP--SmXJlkSW5VPiDpIRt9PFQHaFj.jpg, sheep, sheep, pass
sheep_e830b4062ff3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg, sheep, sheep, pass
horse_OIP-djCoNZIvfxhlGndMOU8jVAHaFp.jpg, horse, horse, pass
sheep_OIP-bxmifYaRcC8wLoAZJBpvAQHaFj.jpg, sheep, sheep, pass
spider_OIP-qFQ81dwB9AR96bD5YVMXnAHaFj.jpg, spider, cat, fail
butterfly_eb3db2082dfc083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg, butterfly, butterfly, pass
horse_OIP-F2OgkgjzAFbktt30REhnBQAAAA.jpg, horse, horse, pass
dog_OIP-Y26V6GOhaY-5QFVgT5ZUewHaE8.jpg, dog, cat, fail
horse_OIP-PpKlH9o-Jbj4_XNC036SxgHaIt.jpg, horse, horse, pass
spider_OIP-1nof0WfAuHzTHOVkZeKXmQHaF2.jpg, spider, spider, pass
dog_OIP-Wxm2QlAzZ7yOwa8DOxpp9wHaHi.jpg, dog, dog, pass
dog_OIP-76-YcKQApRKh-XA9eakmtQAAAA.jpg, dog, dog, pass
chicken_OIP-ivaUBQ-q-cernhfsBQ1DPgHaC0.jpg, chicken, chicken, pass
cow_OIP-2Za3Efda5EW3_xHQZ0wX4QHaD_.jpg, cow, cow, pass
spider_OIP-d4lIFmlFWwBWnSzB3rdhzQEsDh.jpg, spider, spider, pass
spider_OIP-v4KoT-_UU6lCYAlYxIXRRAHaLI.jpg, spider, spider, pass
squirrel_OIP-J6M0OEaiqLcT_aGn0f2YkQHaFm.jpg, squirrel, cat, fail
squirrel_OIP-h7fjT1VBNrAivgGh6rQtVgHaEK.jpg, squirrel, cat, fail
sheep_OIP-IkTK1YBkMcwEUM7-Yg5amwHaGW.jpg, sheep, sheep, pass
chicken_666.jpg, chicken, chicken, pass
squirrel_OIP-HhFunDW0fVK4_JxY21GwxQHaH6.jpg, squirrel, squirrel, pass 
chicken_OIP-ckh91vQNCtZHOGCUAy2uvgHaFb.jpg, chicken, chicken, pass
butterfly_OIP-BtCgHCaDIDG52nLmqVF0nwHaFj.jpg, butterfly, butterfly, pass
dog_OIP-ugSBKd8y_G2Wan07pBcoiwHaFj.jpg, dog, dog, pass
sheep_e832b70c2bf3073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg, sheep, sheep, pass
butterfly_OIP-L_DtWhKF24WcxTIbvdnMAAAAAA.jpg, butterfly, butterfly, pass 
cow_OIP-LqiI5Zqb0Xl7YTcYVGx5PAHaFj.jpg, cow, cow, pass
dog_OIP-JHrh9v--Z2nJaXBFTpi9DgHaGj.jpg, dog, dog, pass
squirrel_OIP-AkFJ9H9e0OYTrz-3RdzhcwHaE9.jpg, squirrel, cat, fail
butterfly_OIP-yrxQiEPNPJHfUL2_PUtZ4gHaFI.jpg, butterfly, butterfly, pass
cat_1242.jpg, cat, cat, pass
chicken_1080.jpg, chicken, chicken, pass
spider_OIP-xXXmecEfboeclfZL9gB6ywHaFV.jpg, spider, spider, pass
cow_OIP-BCtbxgeXVUE2IAMkzj2AHwHaE7.jpg, cow, cat, fail
cow_OIP-EfTRIDkfaWAdeS-xOUMOoQHaFR.jpg, cow, cat, fail
squirrel_OIP-lvxSDUtbtYrTpJ7JQythxQHaFc.jpg, squirrel, cat, fail
spider_OIP-YRqNbDfDkqRY8Z_mLrlgVgHaFL.jpg, spider, cat, fail
horse_OIP-ZwiQFqjVcJHwFrrik8Hr7wHaFi.jpg, horse, horse, pass
chicken_OIP-bXXiGmwy3ZJ94Mj4LP-hKAHaEc.jpg, chicken, chicken, pass
horse_OIP-psv_Y22imNHrx4jOmXB8VgAAAA.jpg, horse, horse, pass
dog_OIP-nR9Hw3Ypa5IIu6k7Q54BnQHaE7.jpg, dog, dog, pass
sheep_OIP-3Wisxe8hYwidHMYIJ7HC7wHaF0.jpg, sheep, sheep, pass
chicken_OIP-9OnPmCKrbb7zY2bjGlziywHaFj.jpg, chicken, chicken, pass
dog_OIP-tDda1k0-h3KELy3Clxj4-AHaGL.jpg, dog, dog, pass
chicken_OIP-zL7yETkNB7S78GmYTChynAHaEK.jpg, chicken, chicken, pass
butterfly_e831b10b2ee90021d85a5854ee454296eb70e3c818b413449df6c87dafef_640.jpg, butterfly, butterfly, pass
spider_OIP-SoJdd7qo7w1cP8m33fjKlQHaFj.jpg, spider, cat, fail
dog_OIP-KsSSPpuYb4Y7UF6vQlMYWwHaFj.jpg, dog, dog, pass
dog_OIP-gzs_Wk8UHWWmo1y1MEzhMgHaHu.jpg, dog, dog, pass
squirrel_OIP-jX5AIOQIHPTZSHPM5H2_jAHaFj.jpg, squirrel, cat, fail
cat_1346.jpg, cat, cat, pass
horse_OIP-zpc5VOUXIhtEaSHp9AA1WwHaHh.jpg, horse, horse, pass
cat_1716.jpg, cat, cat, pass
cow_OIP-RtJf9wufOKF0iCNcg60E5QHaE7.jpg, cow, cow, pass
squirrel_OIP-ZtyEFE8GseIcE5d63-2LmAAAAA.jpg, squirrel, cat, fail
sheep_eb33b60c21f3073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg, sheep, sheep, pass
chicken_OIP-qLmPqVOUQyMtTZiVkFFWEwHaFj.jpg, chicken, chicken, pass
butterfly_OIP-9RgfkrYa3kKBxftrUsLT7gHaD1.jpg, butterfly, butterfly, pass
chicken_575.jpg, chicken, chicken, pass
sheep_ef36b30c28e90021d85a5854ee454296eb70e3c818b413449df1c07fa1ea_640.jpg, sheep, sheep, pass
cow_OIP-_01xh7qI0nvypZLkOxGyIgHaFi.jpg, cow, cat, fail
elephant_OIP-KuxHBXWRlhO-xTeJITywfAHaF7.jpg, elephant, elephant, pass
dog_OIP-XHaJ-fYO1esI_8bGXM4lgwHaH6.jpg, dog, dog, pass
horse_OIP-IRX10K2iB0W0Vo1w9R95ZgHaGS.jpg, horse, horse, pass 
spider_OIP--onBO5AGxrNBeHD2BoN1GgHaFj.jpg, spider, spider, pass
squirrel_OIP-bOzKLLgmHOEbFEpPTDf3JQAAAA.jpg, squirrel, cat, fail
